#,keyword,country,difficulty,volume,cpc,cps,parent keyword,last update,serp features,global volume,traffic potential,nu,com,net,dk,checking_date
327,u,dk,51,19000,0.5,0.58,u,27/01/2022 19:34,"Thumbnails,Sitelinks,Top stories,Videos,Image pack",4240000,10000,0,1,1,0,29-01-2022 09:51:46
328,skindex,dk,34,19000,1.4,1.1,skindex,24/01/2022 21:34,Sitelinks,1630000,28000,1,0,0,1,29-01-2022 09:47:39
329,en,dk,45,19000,2.0,0.49,en,23/01/2022 21:50,"Sitelinks,Image pack",911000,1700,0,1,1,0,29-01-2022 09:49:00
330,drivhus,dk,12,19000,0.9,1.14,drivhus,27/01/2022 19:55,"People also ask,Sitelinks,Image pack,Top stories,Videos,Shopping results,Thumbnails",47000,2200,1,0,0,0,29-01-2022 09:47:44
331,flybilletter,dk,24,19000,1.3,1.04,flybillet,25/01/2022 02:45,"Adwords top,People also ask,Sitelinks",38000,14000,0,0,0,0,29-01-2022 09:55:36
332,fitness,dk,48,19000,0.6,0.55,fitness world,23/01/2022 03:42,"People also ask,Image pack,Sitelinks",1300000,238000,0,0,0,0,29-01-2022 09:51:10
333,ludus,dk,3,19000,0.1,0.84,ludus sde,27/01/2022 09:20,"Sitelinks,Top stories,Videos,Knowledge panel",41000,4100,1,0,0,0,29-01-2022 09:56:18
334,greenline,dk,5,19000,0.2,0.99,greenline,26/01/2022 19:21,"Adwords top,Sitelinks,Knowledge panel",68000,5300,0,0,0,0,29-01-2022 09:50:30
335,mummum,dk,1,19000,,1.01,mummum,25/01/2022 02:43,"Sitelinks,Knowledge panel",28000,23000,1,0,0,0,29-01-2022 09:47:21
336,hest,dk,0,19000,0.35,0.29,hest,25/01/2022 04:45,"Sitelinks,Knowledge panel,Top stories,Videos,People also ask",52000,2900,0,0,0,0,29-01-2022 09:51:14
337,esberg,dk,43,19000,0.0,0.27,esbjerg kommune,24/01/2022 03:52,"People also ask,Sitelinks,Knowledge panel,Image pack",25000,18000,1,0,0,0,29-01-2022 09:50:02
338,dyr,dk,9,19000,2.5,0.28,dyr,25/01/2022 00:13,"Image pack,People also ask,Sitelinks",44000,450,0,0,0,0,29-01-2022 09:55:52
339,ufc,dk,85,19000,1.0,0.84,ufc,23/01/2022 16:28,"Sitelinks,People also ask,Knowledge panel,Top stories,Videos,Image pack",12090000,13000,0,0,0,0,29-01-2022 09:54:29
340,puslespil,dk,6,19000,0.2,1.0,puslespil,23/01/2022 11:12,Image pack,20000,6900,0,0,1,0,29-01-2022 09:49:28
341,stjerneskud,dk,0,19000,0.1,0.75,stjerneskud,26/01/2022 16:13,"Top stories,Thumbnails,People also ask,Sitelinks,Videos,Knowledge panel",21000,4300,0,0,1,0,29-01-2022 09:55:05
342,xee,dk,2,19000,,1.0,xee,26/01/2022 16:39,"People also ask,Sitelinks",27000,18000,1,0,0,0,29-01-2022 09:55:45
343,visir,dk,1,18000,0.06,0.81,visir,26/01/2022 21:54,"Sitelinks,Knowledge panel",215000,20000,0,0,0,0,29-01-2022 09:53:00
344,jd,dk,5,18000,0.06,0.92,jdsport,27/01/2022 06:43,"Adwords top,Sitelinks,People also ask,Knowledge panel",3960000,67000,0,1,1,0,29-01-2022 09:49:49
345,www,dk,92,18000,0.05,0.41,dr,28/01/2022 10:09,Sitelinks,13040000,1590000,1,1,1,1,29-01-2022 09:52:09
346,penge,dk,12,18000,1.9,0.28,penge,27/01/2022 14:05,"Image pack,Sitelinks,People also ask",35000,900,0,0,0,0,29-01-2022 09:52:15
347,biler,dk,52,18000,0.15,0.6,biltorvet,25/01/2022 14:14,"People also ask,Sitelinks,Top stories,Videos,Image pack",32000,69000,0,0,0,0,29-01-2022 09:55:21
348,pitbull,dk,19,18000,0.07,0.27,pitbull,28/01/2022 04:04,"Image pack,Sitelinks,People also ask,Top stories,Videos,Knowledge panel",3370000,900,0,0,0,0,29-01-2022 09:51:25
349,lyntest,dk,29,18000,,,falck testcenter,23/01/2022 02:39,"Knowledge panel,Sitelinks,Image pack",18000,145000,0,0,1,0,29-01-2022 09:54:35
350,vindue,dk,18,18000,1.1,0.66,vinduer,25/01/2022 14:21,"Adwords top,People also ask,Sitelinks,Top stories,Videos",19000,10000,0,0,0,0,29-01-2022 09:47:54
351,girls,dk,63,18000,2.0,0.43,girls,24/01/2022 17:49,"Image pack,Sitelinks,Knowledge panel",992000,1500,0,0,0,0,29-01-2022 09:49:12
352,xhqmster,dk,71,18000,,0.87,xhamstet,26/01/2022 14:14,"Sitelinks,Knowledge panel",32000,1770000,1,0,1,1,29-01-2022 09:55:27
353,minesweeper,dk,63,18000,0.03,0.74,minesweeper,25/01/2022 01:30,"People also ask,Knowledge panel,Sitelinks,Top stories,Videos",1970000,11000,1,0,0,1,29-01-2022 09:56:02
354,vikings,dk,64,18000,0.9,0.54,vikings,25/01/2022 01:58,"Sitelinks,People also ask,Knowledge panel,Top stories,Videos",3340000,6200,0,0,0,0,29-01-2022 09:55:01
355,clever,dk,2,18000,0.05,0.78,clever,26/01/2022 14:58,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",2710000,24000,0,0,0,0,29-01-2022 09:52:33
356,printer,dk,3,18000,0.9,0.95,printer,27/01/2022 00:18,"Adwords top,People also ask,Sitelinks,Image pack",1140000,21000,0,0,0,0,29-01-2022 09:55:44
357,tits,dk,34,18000,0.02,0.76,tits,26/01/2022 18:30,Sitelinks,3180000,8200,0,0,0,0,29-01-2022 09:56:04
358,nfl,dk,96,17000,0.7,0.86,nfl,27/01/2022 05:05,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",24570000,13000,0,0,0,0,29-01-2022 09:50:31
359,sexfilm,dk,2,17000,0.45,1.56,sexfilm,24/01/2022 13:30,Sitelinks,336000,6100,0,0,0,0,29-01-2022 09:54:25
360,blender,dk,7,17000,0.8,0.8,blender,25/01/2022 10:14,"People also ask,Knowledge panel,Top stories,Videos",2100000,23000,0,0,0,0,29-01-2022 09:52:15
361,brunsviger,dk,1,17000,0.15,1.09,brunsviger,24/01/2022 16:14,"Top stories,Thumbnails,People also ask,Videos,Sitelinks,Knowledge panel",19000,5100,1,0,1,0,29-01-2022 09:55:56
362,klm,dk,67,17000,0.09,0.96,klm,23/01/2022 06:02,"Sitelinks,Knowledge panel,Image pack",981000,13000,0,0,0,0,29-01-2022 09:48:44
363,viking,dk,44,17000,1.1,0.36,viking,27/01/2022 18:18,"Sitelinks,Image pack,Knowledge panel",1970000,2300,0,0,0,0,29-01-2022 09:53:15
364,helvedesild,dk,1,17000,0.7,0.94,helvedesild,27/01/2022 17:02,People also ask,17000,10000,1,1,1,0,29-01-2022 09:49:51
365,pi,dk,0,17000,0.0,0.48,pi,24/01/2022 16:33,"Knowledge card,People also ask,Sitelinks,Knowledge panel,Top stories,Videos",2150000,2400,0,1,1,0,29-01-2022 09:48:22
366,dtu,dk,10,17000,0.07,0.76,dtu,23/01/2022 11:28,"Sitelinks,People also ask,Tweet box,Image pack",160000,8000,1,0,0,0,29-01-2022 09:48:06
367,dgi,dk,25,17000,0.2,0.82,dgi,24/01/2022 07:30,"Sitelinks,People also ask,Knowledge panel",368000,12000,0,0,0,0,29-01-2022 09:51:30
368,geekd,dk,0,17000,0.04,1.01,geekd,26/01/2022 15:16,"Shopping results,Thumbnails,Adwords top,Sitelinks,Top stories,Videos,Image pack,Knowledge panel",18000,17000,1,0,0,0,29-01-2022 09:53:56
369,pik,dk,0,17000,0.09,0.34,pik,26/01/2022 14:59,Sitelinks,1140000,2400,0,0,0,0,29-01-2022 09:52:02
370,tr,dk,0,17000,0.09,0.13,tr,26/01/2022 16:50,Sitelinks,2760000,7600,0,1,1,0,29-01-2022 09:55:42
371,ek,dk,3,17000,1.7,0.4,ek,23/01/2022 00:44,Sitelinks,1180000,4700,0,1,1,0,29-01-2022 09:55:47
372,squid,dk,56,17000,0.0,0.22,squid,25/01/2022 05:07,"Image pack,Sitelinks,People also ask,Knowledge panel,Top stories,Videos",3790000,700,0,0,0,0,29-01-2022 09:55:55
373,dsv,dk,12,17000,0.25,0.71,dsv,24/01/2022 08:25,"Sitelinks,People also ask,Knowledge panel",216000,11000,0,0,0,0,29-01-2022 09:55:16
374,verisure,dk,3,17000,0.35,0.97,verisure,25/01/2022 09:00,"Adwords top,Sitelinks,People also ask,Knowledge panel,Top stories,Videos",295000,8700,0,0,0,0,29-01-2022 09:48:22
375,seng,dk,26,17000,1.8,1.01,seng,24/01/2022 23:48,"People also ask,Image pack,Sitelinks,Adwords bottom",56000,14000,0,0,0,0,29-01-2022 09:49:40
376,tester,dk,0,17000,0.6,0.44,tester,23/01/2022 16:43,"Sitelinks,Top stories,Videos",429000,4700,0,0,0,0,29-01-2022 09:52:04
377,hitler,dk,1,17000,1.1,0.38,hitler,27/01/2022 23:54,"Sitelinks,Image pack,People also ask,Knowledge panel",2280000,8200,0,0,0,0,29-01-2022 09:51:53
378,sverige,dk,4,17000,3.0,0.31,sverige,27/01/2022 06:59,"Sitelinks,Image pack,Knowledge panel",168000,2300,0,0,0,0,29-01-2022 09:50:24
379,github,dk,94,17000,5.0,1.0,github,23/01/2022 22:12,"Sitelinks,People also ask,Knowledge panel,Image pack",4390000,16000,0,0,0,0,29-01-2022 09:50:29
380,redtub,dk,45,17000,,1.11,redtube,24/01/2022 10:00,"Sitelinks,Knowledge panel",2640000,391000,1,0,0,1,29-01-2022 09:54:09
381,dune,dk,1,17000,0.5,0.47,dune,24/01/2022 20:16,"Sitelinks,Top stories,Videos,Knowledge panel,People also ask",2160000,5800,0,0,0,0,29-01-2022 09:48:21
382,rt,dk,54,17000,1.1,0.77,rt,26/01/2022 18:52,"Sitelinks,Knowledge panel",2700000,6100,0,1,1,0,29-01-2022 09:55:13
383,mumum,dk,0,17000,,0.19,mummum,23/01/2022 15:32,"Sitelinks,Knowledge panel",18000,23000,1,0,0,1,29-01-2022 09:48:00
384,lichess,dk,50,17000,0.0,0.9,lichess,24/01/2022 19:23,"Sitelinks,People also ask,Knowledge panel",4040000,18000,1,0,0,1,29-01-2022 09:55:22
385,hjerterfri,dk,6,17000,0.09,1.1,hjerterfri,23/01/2022 09:29,Sitelinks,17000,19000,0,0,0,0,29-01-2022 09:52:15
386,tv3,dk,45,16000,0.3,0.96,viafree,24/01/2022 06:19,"Sitelinks,People also ask,Knowledge panel",562000,78000,0,0,0,0,29-01-2022 09:53:25
387,slikbilen,dk,0,16000,,,slikbilen,28/01/2022 12:31,"Adwords top,Sitelinks,People also ask,Image pack",16000,14000,0,0,1,0,29-01-2022 09:48:37
388,fynsstiftstidende,dk,2,16000,,,fyens,28/01/2022 13:18,"Sitelinks,People also ask,Knowledge panel",16000,227000,1,1,1,0,29-01-2022 09:51:14
389,herning,dk,54,16000,1.1,0.26,herning kommune,23/01/2022 14:22,"Sitelinks,People also ask,Knowledge panel,Image pack",26000,8200,0,0,0,0,29-01-2022 09:52:15
390,hummel,dk,5,16000,0.45,0.8,hummel,24/01/2022 20:44,"Adwords top,Sitelinks,People also ask,Knowledge panel",446000,5600,0,0,0,0,29-01-2022 09:56:12
391,gin,dk,4,16000,0.7,0.6,gin,28/01/2022 11:46,"People also ask,Top stories,Thumbnails,Knowledge panel",1230000,6800,0,0,0,0,29-01-2022 09:53:21
392,in,dk,99,16000,1.6,0.67,instagram,25/01/2022 07:59,"Sitelinks,Image pack",6060000,386000,0,1,1,0,29-01-2022 09:49:40
393,twilight,dk,67,16000,1.0,0.35,twilight,27/01/2022 06:58,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",2380000,1500,1,0,0,0,29-01-2022 09:53:29
394,nrk,dk,1,16000,,1.0,nrk,25/01/2022 00:27,"Sitelinks,Knowledge panel",1610000,19000,0,0,0,0,29-01-2022 09:48:32
395,ld,dk,7,16000,0.04,1.03,ld,25/01/2022 08:00,"Sitelinks,People also ask,Knowledge panel",310000,25000,0,1,1,0,29-01-2022 09:52:48
396,business's,dk,1,16000,,,business's,23/01/2022 00:28,Sitelinks,24000,5800,1,1,1,1,29-01-2022 09:50:12
397,regnbue,dk,0,16000,1.2,0.24,regnbue,27/01/2022 16:04,"People also ask,Top stories,Videos,Sitelinks,Knowledge panel",31000,2500,1,0,0,0,29-01-2022 09:50:58
398,tyrkiet,dk,12,16000,0.6,0.42,tyrkiet,27/01/2022 09:32,"Sitelinks,People also ask,Image pack,Knowledge panel",18000,1900,0,0,1,0,29-01-2022 09:56:09
399,70137920,dk,0,16000,0.0,1.05,70137920,27/01/2022 22:05,"People also ask,Sitelinks,Image pack",16000,5300,1,1,1,1,29-01-2022 09:54:22
400,brugs,dk,0,16000,0.03,0.29,brugs,26/01/2022 14:11,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",17000,1600,1,0,1,0,29-01-2022 09:53:12
401,cellbess,dk,0,16000,0.02,1.03,cellbes,28/01/2022 05:53,Sitelinks,23000,37000,1,0,1,0,29-01-2022 09:49:54
402,gurligris,dk,1,16000,0.25,0.48,gurli gris dansk,23/01/2022 20:28,"Top stories,Videos,Sitelinks,Knowledge panel",16000,30,1,0,1,0,29-01-2022 09:53:41
403,bring,dk,5,16000,0.15,0.96,bring,24/01/2022 12:05,"Sitelinks,People also ask",212000,9800,0,0,0,0,29-01-2022 09:47:43
404,bukser,dk,4,16000,0.7,0.63,bukser,26/01/2022 18:52,"Image pack,Sitelinks",23000,4700,1,0,1,0,29-01-2022 09:51:24
405,cv,dk,9,16000,0.15,0.92,cv,26/01/2022 16:26,"Adwords top,People also ask,Image pack,Top stories,Thumbnails,Videos,Sitelinks",1880000,13000,0,1,1,0,29-01-2022 09:51:47
406,cykelhjelme,dk,8,16000,0.4,1.18,cykelhjelme,26/01/2022 16:36,"Sitelinks,People also ask,Image pack",16000,6100,1,0,1,0,29-01-2022 09:56:01
407,fibernet,dk,20,16000,2.5,1.16,fibernet,23/01/2022 12:29,"Adwords top,Sitelinks,People also ask",42000,12000,0,0,0,0,29-01-2022 09:50:24
408,internet,dk,38,16000,4.0,0.91,internet priser,26/01/2022 23:58,"Adwords top,Sitelinks,People also ask",2740000,18000,0,0,0,0,29-01-2022 09:51:31
409,hegn,dk,9,16000,0.35,1.06,hegn jem og fix,23/01/2022 14:52,"Shopping results,Thumbnails,Sitelinks,Top stories,Videos",17000,18000,0,0,0,0,29-01-2022 09:53:00
410,himmelbjerget,dk,9,16000,0.1,0.48,himmelbjerget,25/01/2022 08:00,"People also ask,Sitelinks,Knowledge panel,Image pack",19000,2800,1,1,1,0,29-01-2022 09:55:04
411,ethererum,dk,78,16000,,,ethereum,27/01/2022 09:56,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",20000,6100,1,0,1,0,29-01-2022 09:50:41
412,mrgreen,dk,9,16000,,1.04,mr green,26/01/2022 22:58,"Adwords top,Sitelinks,Knowledge panel",153000,74000,0,0,0,0,29-01-2022 09:49:29
413,sdu,dk,23,16000,,0.91,sdu,27/01/2022 23:59,"Adwords top,Sitelinks,People also ask,Tweet box,Top stories,Videos,Thumbnails,Knowledge panel",84000,17000,0,0,0,0,29-01-2022 09:53:12
414,it,dk,19,16000,0.9,0.41,itu,27/01/2022 21:39,"Top stories,Videos,People also ask,Image pack",3200000,5200,0,1,1,0,29-01-2022 09:51:49
415,surdej,dk,2,15000,0.07,1.28,surdej,27/01/2022 16:55,"Top stories,Thumbnails,People also ask,Sitelinks,Videos,Knowledge panel",16000,5500,0,0,0,0,29-01-2022 09:49:02
416,studenterhue,dk,4,15000,0.45,0.76,studenterhue,24/01/2022 17:21,"Shopping results,Thumbnails,Adwords top,Sitelinks,People also ask,Knowledge panel,Top stories,Videos",16000,11000,0,0,1,0,29-01-2022 09:50:40
417,hth,dk,0,15000,0.03,0.92,hth køkken,24/01/2022 20:38,"Adwords top,Sitelinks,Knowledge panel",54000,28000,0,0,0,0,29-01-2022 09:54:06
418,vivus,dk,8,15000,2.0,1.07,vivus,27/01/2022 05:25,"Sitelinks,People also ask,Knowledge panel",329000,21000,0,0,0,0,29-01-2022 09:51:42
419,julepynt,dk,0,15000,0.2,0.99,julepynt,24/01/2022 12:35,Image pack,30000,3000,0,0,0,0,29-01-2022 09:51:31
420,velliv,dk,0,15000,,0.96,velliv,28/01/2022 03:00,"Sitelinks,People also ask,Image pack,Knowledge panel",16000,15000,1,0,0,0,29-01-2022 09:54:05
421,cirkusrevyen,dk,0,15000,0.05,0.92,cirkusrevyen,28/01/2022 04:24,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",15000,13000,1,0,1,0,29-01-2022 09:54:52
422,fivem,dk,33,15000,0.0,1.13,fivem,27/01/2022 17:01,"Sitelinks,People also ask,Top stories,Videos",1250000,19000,1,0,0,0,29-01-2022 09:54:37
423,pink,dk,78,15000,0.8,0.33,pink,27/01/2022 23:12,"Image pack,Sitelinks,Top stories,Videos,Knowledge panel",3160000,2000,0,0,0,0,29-01-2022 09:51:38
424,rki,dk,6,15000,0.2,1.1,rki,23/01/2022 19:16,"People also ask,Sitelinks",1990000,26000,1,0,0,0,29-01-2022 09:52:08
425,eminem,dk,68,15000,0.25,0.53,eminem,26/01/2022 17:18,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",3220000,7100,1,0,0,0,29-01-2022 09:48:11
426,lucifer,dk,45,15000,0.05,0.61,lucifer,27/01/2022 05:15,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",4120000,4100,0,0,0,0,29-01-2022 09:48:00
427,slpe,dk,4,15000,,0.06,slpe,23/01/2022 13:43,"Knowledge card,Knowledge panel,Sitelinks",64000,100,1,0,0,1,29-01-2022 09:51:48
428,chusky,dk,6,15000,0.0,0.18,chusky,27/01/2022 18:11,"Image pack,Sitelinks",91000,350,1,0,1,1,29-01-2022 09:54:03
429,drink,dk,0,15000,0.7,0.4,drink,26/01/2022 18:34,"Sitelinks,Top stories,Thumbnails,People also ask,Knowledge panel",284000,7500,0,0,0,0,29-01-2022 09:51:15
430,sygeplejerske,dk,15,15000,0.45,0.5,sygeplejerske,26/01/2022 14:14,"People also ask,Sitelinks,Top stories,Videos",16000,12000,0,0,0,0,29-01-2022 09:49:56
431,sexhunt,dk,1,15000,0.02,1.22,sexhunt,26/01/2022 17:43,"Adwords top,Sitelinks",16000,17000,1,0,1,0,29-01-2022 09:55:28
432,queen,dk,9,15000,0.5,0.46,queen,24/01/2022 19:00,"Sitelinks,Top stories,Videos,People also ask,Knowledge panel",2650000,5200,0,0,0,0,29-01-2022 09:49:56
433,stjernetegnene,dk,4,15000,0.3,0.98,stjernetegn datoer,27/01/2022 10:41,"People also ask,Sitelinks,Knowledge panel",15000,37000,1,0,1,0,29-01-2022 09:48:00
434,swingeren,dk,12,15000,0.45,1.04,swingeren,24/01/2022 12:03,"Sitelinks,Knowledge panel",16000,17000,1,0,1,0,29-01-2022 09:55:01
435,vvs,dk,46,15000,2.0,0.98,vvseksperten,27/01/2022 07:34,"Adwords top,Sitelinks",298000,126000,0,0,0,0,29-01-2022 09:47:21
436,tumbler,dk,0,15000,0.35,0.71,tumbler,26/01/2022 18:28,"Image pack,Sitelinks,Knowledge panel",928000,16000,1,0,0,0,29-01-2022 09:51:38
437,ku,dk,81,15000,0.03,0.88,ku,23/01/2022 08:31,"Sitelinks,People also ask,Knowledge panel,Tweet box,Top stories,Videos,Image pack",458000,20000,0,1,1,0,29-01-2022 09:54:36
438,elcykel,dk,11,15000,0.9,1.31,elcykel,25/01/2022 12:06,"Shopping results,Thumbnails,People also ask,Image pack",61000,9800,0,0,0,0,29-01-2022 09:49:40
439,???,dk,31,15000,0.1,1.33,???,23/01/2022 02:13,Sitelinks,52300000,10000,-1,-1,-1,-1,29-01-2022 09:51:53
440,dessert,dk,0,15000,0.35,0.51,dessert,27/01/2022 09:59,"Top stories,Thumbnails,Sitelinks,Videos",1590000,7400,0,0,0,0,29-01-2022 09:56:01
441,byic,dk,0,15000,0.0,1.03,byic,28/01/2022 06:54,"Adwords top,Sitelinks,People also ask,Image pack,Knowledge panel",19000,33000,1,0,0,0,29-01-2022 09:49:23
442,hvid,dk,0,15000,0.1,0.33,hvid,28/01/2022 01:12,"Image pack,People also ask,Sitelinks",20000,600,0,0,0,0,29-01-2022 09:50:06
443,supreme,dk,0,15000,0.35,0.94,supreme,26/01/2022 14:49,Image pack,2260000,15000,1,0,0,0,29-01-2022 09:48:55
444,min,dk,59,15000,0.03,0.7,min uddannelse,27/01/2022 11:51,"Sitelinks,Top stories,Videos",401000,235000,0,0,0,0,29-01-2022 09:50:12
445,nt,dk,3,15000,0.1,0.93,nt,23/01/2022 17:49,"Sitelinks,Knowledge panel",372000,21000,0,1,1,0,29-01-2022 09:49:00
446,dfds,dk,2,15000,0.07,0.95,dfds,27/01/2022 02:17,"Sitelinks,People also ask,Knowledge panel",153000,12000,0,0,0,0,29-01-2022 09:50:41
447,hifiklubben,dk,1,15000,0.05,1.0,hifi klubben,27/01/2022 12:43,"Sitelinks,Knowledge panel",65000,41000,1,0,0,0,29-01-2022 09:47:43
448,br18,dk,2,15000,,0.98,br18,23/01/2022 11:19,"Sitelinks,People also ask",17000,32000,1,0,0,0,29-01-2022 09:49:34
449,fedex,dk,60,15000,0.25,0.84,fedex,24/01/2022 10:42,"Sitelinks,People also ask,Knowledge panel,Image pack",11270000,19000,1,0,0,0,29-01-2022 09:47:44
450,indeed,dk,62,15000,0.2,0.92,indeed,26/01/2022 18:06,"Sitelinks,Knowledge panel",30900000,20000,0,0,0,0,29-01-2022 09:50:33
451,ribe,dk,41,15000,1.3,0.42,ribe,27/01/2022 04:14,"People also ask,Sitelinks,Image pack,Adwords bottom,Knowledge panel",40000,3900,0,0,0,0,29-01-2022 09:48:39
452,elkedel,dk,2,15000,0.5,1.03,elkedel,24/01/2022 12:23,"Image pack,Sitelinks",15000,13000,1,0,0,0,29-01-2022 09:50:44
453,klkm,dk,0,15000,,,klkm,24/01/2022 18:11,Sitelinks,18000,9100,1,0,0,1,29-01-2022 09:53:17
454,white,dk,0,15000,1.2,0.41,whiteaway,24/01/2022 23:50,"Image pack,Sitelinks,Top stories,Videos",3070000,19000,0,0,0,0,29-01-2022 09:47:37
455,berlin,dk,7,15000,1.5,0.44,berlin,26/01/2022 18:54,"People also ask,Sitelinks,Top stories,Videos,Image pack,Knowledge panel",1410000,3700,0,0,0,0,29-01-2022 09:52:43
456,jks,dk,2,15000,0.05,0.92,jks,26/01/2022 20:50,"Sitelinks,People also ask",61000,17000,0,0,0,0,29-01-2022 09:55:38
457,chess,dk,73,15000,0.06,0.89,chess,26/01/2022 23:45,"Sitelinks,Top stories,Videos,Knowledge panel",3730000,19000,0,0,0,0,29-01-2022 09:50:46
458,ypu,dk,1,14000,0.0,0.78,ypu,27/01/2022 10:13,Sitelinks,901000,9600,1,0,0,0,29-01-2022 09:47:21
459,frederiksberg,dk,30,14000,0.6,0.29,frederiksberg kommune,26/01/2022 19:44,"Sitelinks,People also ask,Image pack,Knowledge panel",23000,10000,0,0,0,0,29-01-2022 09:52:34
460,hjemmet,dk,2,14000,0.35,1.08,hjemmet,27/01/2022 06:16,"Sitelinks,People also ask,Knowledge panel",17000,14000,1,0,1,0,29-01-2022 09:48:38
461,bitz,dk,1,14000,0.4,0.95,bitz,27/01/2022 13:20,"Adwords top,People also ask,Image pack,Sitelinks",63000,8900,0,0,0,0,29-01-2022 09:53:52
462,lupin,dk,0,14000,0.4,0.39,lupin,23/01/2022 15:56,"Sitelinks,People also ask,Knowledge panel,Top stories,Videos",2650000,6300,1,0,0,0,29-01-2022 09:49:02
463,hnm,dk,2,14000,0.15,0.72,hnm,27/01/2022 22:46,"Sitelinks,Knowledge panel",4820000,30000,0,0,0,0,29-01-2022 09:50:46
464,tvmidtvest,dk,1,14000,0.01,1.07,tv midtvest,26/01/2022 14:13,"Sitelinks,Top stories,Thumbnails,People also ask,Image pack,Knowledge panel",15000,125000,1,0,1,0,29-01-2022 09:55:29
465,steelseries,dk,0,14000,0.4,0.86,steelseries,28/01/2022 06:14,"Sitelinks,People also ask,Knowledge panel",713000,11000,1,0,0,0,29-01-2022 09:53:08
466,shrek,dk,60,14000,0.45,0.33,shrek,26/01/2022 14:28,"Sitelinks,People also ask,Top stories,Videos,Knowledge panel",2740000,4000,1,0,0,0,29-01-2022 09:53:20
467,husky,dk,0,14000,0.2,0.26,hoski,27/01/2022 17:34,"People also ask,Sitelinks,Top stories,Videos,Knowledge panel",2300000,3700,1,0,0,0,29-01-2022 09:53:42
468,delfi,dk,10,14000,0.25,0.8,delfi,24/01/2022 00:13,"Adwords top,Sitelinks,Knowledge panel",8540000,14000,0,0,0,0,29-01-2022 09:47:55
469,business,dk,67,14000,2.5,0.47,business,26/01/2022 17:53,"Sitelinks,People also ask,Image pack",2520000,9400,0,0,0,0,29-01-2022 09:51:51
470,fynbus,dk,3,14000,0.25,0.97,fynbus,28/01/2022 03:49,"Sitelinks,People also ask,Knowledge panel",14000,15000,1,0,1,0,29-01-2022 09:47:49
471,emp,dk,0,14000,0.03,0.98,emp shop,24/01/2022 02:43,"Sitelinks,People also ask,Knowledge panel",1120000,8400,0,0,0,0,29-01-2022 09:52:52
472,fitnessx,dk,0,14000,,,fitness x,24/01/2022 19:51,"Sitelinks,Image pack",15000,14000,1,0,0,0,29-01-2022 09:48:55
473,hylder,dk,3,14000,0.45,1.23,hylder,27/01/2022 18:29,"People also ask,Image pack,Sitelinks",14000,18000,1,0,1,0,29-01-2022 09:51:44
474,tennis,dk,28,14000,0.45,0.69,tennis,24/01/2022 06:20,"People also ask,Sitelinks,Top stories,Videos",2350000,20000,0,0,0,0,29-01-2022 09:55:19
475,dr2,dk,3,14000,0.8,0.96,dr 2 live,27/01/2022 20:59,"Sitelinks,Tweet box,People also ask,Top stories,Videos,Knowledge panel",21000,3000,1,0,0,0,29-01-2022 09:55:37
476,ringsted,dk,31,14000,0.35,0.26,ringsted kommune,28/01/2022 08:19,"Sitelinks,People also ask,Image pack,Knowledge panel",16000,5900,0,0,0,0,29-01-2022 09:55:33
477,se,dk,36,14000,0.15,0.6,se og hør,24/01/2022 21:16,"Sitelinks,Top stories,Thumbnails,People also ask,Videos",2570000,481000,0,1,1,0,29-01-2022 09:50:35
478,rejser,dk,67,14000,0.6,1.24,apollo,24/01/2022 12:33,Adwords top,15000,36000,0,0,0,0,29-01-2022 09:49:38
479,living,dk,43,14000,0.03,0.64,living,27/01/2022 04:11,"Sitelinks,Image pack",674000,8400,0,0,0,0,29-01-2022 09:49:18
480,cypern,dk,2,14000,0.5,0.55,cypern,25/01/2022 09:00,"Sitelinks,People also ask,Knowledge panel,Image pack",34000,1700,0,0,0,0,29-01-2022 09:51:30
481,fetlife,dk,28,14000,0.0,1.02,fetlife,25/01/2022 11:58,"Sitelinks,Knowledge panel",4400000,13000,0,0,0,0,29-01-2022 09:56:10
482,burgerking,dk,43,14000,0.07,0.89,burger king,23/01/2022 17:14,"Sitelinks,Knowledge panel,People also ask",209000,91000,1,0,0,0,29-01-2022 09:50:52
483,bdsm,dk,8,14000,0.5,0.96,bdsm,23/01/2022 05:15,"Knowledge panel,Sitelinks",3150000,6400,0,0,0,0,29-01-2022 09:54:16
484,cbs,dk,79,14000,0.35,0.75,cbs,24/01/2022 01:15,"Sitelinks,People also ask,Image pack",805000,12000,0,0,0,0,29-01-2022 09:49:46
485,tegninger,dk,0,14000,0.01,0.32,tegninger,24/01/2022 19:12,"Image pack,Sitelinks,Top stories,Videos",42000,4600,0,0,1,0,29-01-2022 09:51:53
486,equipe,dk,0,14000,3.0,0.97,equipe,27/01/2022 08:22,"Sitelinks,Image pack",3100000,11000,0,0,0,0,29-01-2022 09:52:00
